epoch,loss,output_acc,output_loss,output_recon_acc,output_recon_loss,val_loss,val_output_acc,val_output_loss,val_output_recon_acc,val_output_recon_loss
33,0.171516577787,0.79112,0.17149030704,0.569972460937,0.0525415112019,0.348658822441,0.5296,0.348632020378,0.559036523437,0.0536049039423
34,0.167337846332,0.79474,0.167311569881,0.570607421875,0.0525525316405,0.345941056919,0.5315,0.34591419096,0.558380859375,0.053731630522
35,0.162414557414,0.8038,0.162388252828,0.570463496094,0.0526093379343,0.356416672039,0.5223,0.356389539766,0.561729980469,0.0542635555029
36,0.157519904642,0.81072,0.157493669553,0.571048710937,0.0524703493023,0.352108122182,0.5325,0.352081180596,0.57339453125,0.0538825485289
37,0.152591520243,0.81992,0.152565329843,0.570937636719,0.0523807657266,0.356890410995,0.5223,0.356863477731,0.562024804688,0.0538672789752
38,0.147598253539,0.82808,0.147572080922,0.570922578125,0.0523453022218,0.367575230217,0.5178,0.367547930098,0.558289257813,0.0546010117888
39,0.143344358518,0.83444,0.143318177259,0.572184960938,0.0523626083946,0.360785429049,0.5275,0.36075837307,0.557373242187,0.0541129303038
40,0.139391659675,0.84144,0.139365540655,0.571578867187,0.052238133378,0.361406615543,0.5258,0.361379568958,0.561553125,0.0540927798271
41,0.135250303576,0.84558,0.135224162033,0.571454609375,0.0522828052258,0.378461600018,0.5093,0.378434314346,0.555631933594,0.0545716113567
42,0.131473880813,0.85438,0.131447762907,0.571830410156,0.0522359720588,0.364423193884,0.5223,0.364396234798,0.567137011719,0.0539180407405
43,0.126606753755,0.86004,0.126580643625,0.571921289062,0.0522200559223,0.372979391909,0.5173,0.372952101088,0.558004882813,0.05458296085
44,0.123207772353,0.8656,0.123181660888,0.573060292969,0.0522230131531,0.373832297087,0.5189,0.373804956198,0.566141699219,0.0546822711051
45,0.117881842859,0.87414,0.117855716662,0.572835976562,0.0522525272059,0.366585670233,0.5286,0.366558359957,0.561752832031,0.05462099123
46,0.114680818129,0.87824,0.11465466445,0.573676152344,0.0523074579811,0.378253948689,0.5157,0.378226434469,0.56315234375,0.0550272530198
47,0.112120751505,0.8804,0.112094660695,0.572455839844,0.0521814300632,0.375107482004,0.5177,0.3750802701,0.560296289062,0.054423878485
48,0.107574951514,0.88802,0.107548816359,0.574145214844,0.052270395391,0.380118429613,0.52,0.380090789652,0.558500976562,0.0552789536893
49,0.104478985038,0.89304,0.104452844415,0.573666855469,0.0522811840367,0.375128858137,0.5222,0.375101509237,0.566198828125,0.0546987474263
50,0.100655769179,0.89956,0.100629647164,0.573459882813,0.0522441497684,0.380464752913,0.5177,0.380437177372,0.555881640625,0.0551505840898
51,0.0968120085037,0.90362,0.0967859591651,0.574049511719,0.0520986071074,0.38343747201,0.5158,0.38341019702,0.557305175781,0.0545501884818
52,0.0928953460395,0.90732,0.0928693060136,0.57379515625,0.0520801962733,0.383230294514,0.5157,0.383202699995,0.556365039063,0.055189010179
53,0.0916571475732,0.90898,0.0916310657299,0.574857460938,0.0521638681829,0.383561016941,0.518,0.38353354578,0.557450976562,0.0549389068484
54,0.0873876878452,0.91494,0.0873616325366,0.574477011719,0.0521105849957,0.387070096827,0.5164,0.387042587757,0.556969726562,0.0550178280711
55,0.0841731086528,0.91944,0.0841470646119,0.575863417969,0.0520880105805,0.390167620468,0.5135,0.390140097523,0.545847460938,0.0550459527373
56,0.0811563172448,0.92266,0.0811302514982,0.574968261719,0.0521316479588,0.392683185863,0.5084,0.392655690622,0.559591796875,0.0549899310648
57,0.0780339318049,0.92544,0.0780078744125,0.575075449219,0.0521147926867,0.393724097013,0.5068,0.393696365547,0.543240917969,0.0554652062893
58,0.0755088643682,0.92816,0.0754828097773,0.576066699219,0.0521091552472,0.397916261005,0.5098,0.397888680696,0.550564746094,0.0551619384944
59,0.0727556496871,0.93206,0.0727296014631,0.576090039063,0.052096672945,0.399241247082,0.5083,0.399213666725,0.554833398438,0.055159925127
60,0.0696609550422,0.93556,0.0696349527127,0.576239277344,0.052004710741,0.398789138985,0.5055,0.39876136055,0.541018652344,0.0555561842322
61,0.0683851044732,0.9354,0.0683590721071,0.576656816406,0.0520647234929,0.401309523106,0.5036,0.401281724215,0.547222265625,0.0555976338506
62,0.0661448485243,0.93872,0.0661188437343,0.57703984375,0.05200948838,0.401098543358,0.5076,0.401070766401,0.542005664062,0.0555517611504
63,0.0636770295525,0.9422,0.0636510371453,0.578182539062,0.0519848394418,0.401440563536,0.5074,0.401412859154,0.542935839844,0.055409453845
64,0.0610353525835,0.94404,0.0610093551999,0.57811109375,0.0519950371826,0.400339147806,0.506,0.400311396837,0.546455566406,0.055500288868
65,0.0598933572781,0.946,0.0598673649168,0.578569492187,0.0519845843506,0.403639421272,0.5057,0.403611542511,0.544857128906,0.0557580326319
66,0.0571807280892,0.94984,0.0571547393751,0.579320234375,0.051977355305,0.407343409061,0.5074,0.407315589428,0.544285742188,0.0556397289276
67,0.0571593624109,0.94874,0.057133363809,0.578428476562,0.0519971232414,0.411779464817,0.4978,0.411751533651,0.541168164063,0.0558619700789
68,0.0537899346244,0.953,0.0537639717245,0.579140488281,0.051925715642,0.410475482321,0.5016,0.410447498512,0.538757714844,0.0559650266051
69,0.0522071725911,0.95498,0.052181219098,0.57969671875,0.0519069710779,0.405412877083,0.5052,0.405385008192,0.539700390625,0.0557357365251
70,0.0507262607545,0.9557,0.0507003887814,0.580810605469,0.0517439267814,0.40890649581,0.4991,0.408878492785,0.554003125,0.0560040889502
71,0.0481773490223,0.9594,0.0481514563262,0.580869042969,0.051785408535,0.41746293025,0.493,0.41743472271,0.513789648437,0.0564155496359
72,0.04780288459,0.96006,0.0477770028847,0.580551796875,0.0517633697987,0.409735460901,0.5001,0.40970761404,0.536078515625,0.0556935811996
73,0.0465081358302,0.9613,0.046482237913,0.581652871094,0.0517959490085,0.408245092678,0.5087,0.408217241049,0.521869433594,0.0557036057472
74,0.0445268528971,0.96362,0.0445009867114,0.581058398437,0.0517324285579,0.411000050974,0.4983,0.410972457552,0.53743203125,0.0551863614917
75,0.0433034655511,0.96556,0.043277624228,0.581782753906,0.0516826834011,0.421816716766,0.4849,0.421788656092,0.523202734375,0.0561187625408
76,0.0428754815388,0.9654,0.0428496490633,0.582266171875,0.0516649490142,0.415484020376,0.495,0.415456021118,0.525925097656,0.0559972733378
77,0.0414596359712,0.96708,0.04143380146,0.583125859375,0.0516689698207,0.416232788992,0.495,0.416204742098,0.547315039063,0.0560956646204
78,0.0401007179153,0.96836,0.0400749211752,0.582704335938,0.0515934307432,0.425323674488,0.4852,0.425295636225,0.529660742188,0.0560763941169
79,0.0383528354874,0.96966,0.0383270191634,0.583325175781,0.0516326684117,0.419590474892,0.4967,0.41956245594,0.523987792969,0.0560389924765
80,0.0372498103788,0.97152,0.037224029507,0.583578066406,0.0515617861581,0.416506780624,0.4996,0.416478686905,0.522651855469,0.056187041223
81,0.0367594229063,0.97242,0.0367336522001,0.583940117188,0.0515414619851,0.4170154037,0.4999,0.416987253618,0.53725390625,0.0563011006355
82,0.0355759455335,0.97432,0.0355501782635,0.583909042969,0.0515345497084,0.418930882597,0.4944,0.418902909851,0.528191796875,0.055944467175
83,0.0349574412525,0.9745,0.0349316785264,0.584020585937,0.0515254281569,0.421448098993,0.4952,0.421419995213,0.512635839844,0.0562056544423
84,0.0351912855327,0.97326,0.0351655476156,0.583551757813,0.0514758250225,0.4163246696,0.5053,0.416296706724,0.541181640625,0.0559269468665
85,0.0323662462214,0.97642,0.0323405049065,0.584201503906,0.0514825998127,0.420159870052,0.4929,0.420131626892,0.5161734375,0.0564857036591
86,0.0321812883809,0.97714,0.0321555358627,0.585573867188,0.0515050114572,0.420301267481,0.4988,0.420273198843,0.528891308594,0.0561371593714
87,0.0308075885189,0.97742,0.0307818643251,0.585049238281,0.0514483632433,0.420097371578,0.4966,0.420068825483,0.546488378906,0.0570936695337
88,0.0311534251028,0.97768,0.0311276993775,0.585754277344,0.0514514328909,0.419985134792,0.5003,0.419957264519,0.51884296875,0.0557403998733
89,0.0298294018114,0.9782,0.0298037149504,0.586335429687,0.0513737020588,0.420691088581,0.4973,0.420663212538,0.533032617187,0.0557505508065
90,0.0280761914551,0.98166,0.0280505248591,0.586832734375,0.0513331677079,0.424202540398,0.494,0.424174279261,0.514100488281,0.0565208466709
91,0.0286113930726,0.98008,0.0285857062015,0.586623828125,0.0513737371826,0.421401582432,0.4968,0.421373621607,0.534669238281,0.0559192109108
92,0.0278527040194,0.98072,0.0278270246738,0.587515390625,0.0513586384034,0.425062671471,0.4952,0.425034751034,0.532150585937,0.0558404957652
93,0.0277838574612,0.98132,0.0277582067825,0.587212148438,0.0513013953853,0.424624467278,0.4932,0.424596127653,0.524934179688,0.0566794221401
94,0.0252865259013,0.9834,0.0252608714448,0.586507714844,0.0513088711131,0.430251565742,0.4916,0.430223453331,0.518422460937,0.0562225386739
95,0.0258780679683,0.98348,0.0258524251226,0.587329589844,0.0512857531297,0.421421429348,0.5022,0.421393402958,0.519141210937,0.0560518926501
96,0.0244785944563,0.98414,0.0244529583943,0.588736269531,0.0512721723866,0.423131041813,0.4973,0.423102784538,0.529499609375,0.0565135017335
97,0.024706663823,0.98448,0.0246810356237,0.589128671875,0.0512564038348,0.427530259752,0.4947,0.427501570892,0.538628417969,0.0573767306805
98,0.0249615010586,0.98412,0.0249358920129,0.588972109375,0.051218083427,0.423359536982,0.4994,0.423331337929,0.518060546875,0.0563968496919
99,0.0229083539671,0.98566,0.0228827866152,0.588935351562,0.0511347104454,0.428978617382,0.4923,0.428950286674,0.529812304687,0.0566628478527
100,0.022655444679,0.98618,0.0226299185908,0.588965175781,0.0510521972501,0.419867062807,0.5002,0.41983898592,0.5300421875,0.0561532497525
101,0.0246934110889,0.98316,0.0246678128944,0.589522070313,0.0511964246821,0.431507953835,0.4928,0.431479790497,0.512165722656,0.0563283225894
102,0.0228396897796,0.98552,0.0228141173337,0.58968875,0.0511448844254,0.422093455601,0.4956,0.422065449429,0.537125097656,0.0560139898777
103,0.0204342584796,0.98864,0.0204087295493,0.590583867188,0.0510578522277,0.420401246071,0.501,0.420373446226,0.541838964844,0.0556011332631
104,0.0219106944114,0.98734,0.021885153916,0.590889589844,0.0510809529638,0.426398749161,0.4922,0.426370694637,0.529025390625,0.0561107998013
105,0.0198763203153,0.98912,0.0198507497734,0.591305761719,0.0511410287356,0.428322826481,0.4926,0.428294565582,0.524519921875,0.0565212354422
106,0.0208137207736,0.9881,0.0207881886891,0.591127167969,0.0510641974628,0.431595690727,0.4876,0.431567600441,0.513338769531,0.0561824353158
107,0.0194972517273,0.98948,0.0194717494678,0.591721210937,0.0510044814301,0.430979537201,0.4952,0.430951536179,0.518955566406,0.0560015914559
108,0.0196865197866,0.98874,0.0196610391681,0.591197832031,0.050961243341,0.424426279736,0.4973,0.424398253012,0.515172167969,0.0560550585628
109,0.0208031283684,0.98734,0.0207776487064,0.591906015625,0.0509592891788,0.430877370024,0.4912,0.430848988056,0.511876367187,0.0567650164604
110,0.0165791773143,0.9916,0.0165537425275,0.592333300781,0.0508695574629,0.435284264946,0.4904,0.43525604167,0.513613183594,0.0564469244003
111,0.0195587899084,0.98916,0.0195333507571,0.591353886719,0.050878318547,0.429280427361,0.4926,0.429251966715,0.526129785156,0.0569208107471
112,0.0181459869146,0.98964,0.0181205330282,0.593241738281,0.0509078092885,0.43375355773,0.4924,0.433725042486,0.528569726563,0.0570300387144
113,0.0166951307701,0.992,0.0166696768735,0.593583554688,0.0509078235126,0.43023292532,0.4898,0.430204798126,0.524227832031,0.0562538640261
114,0.0178491146063,0.99058,0.0178237182197,0.59309375,0.0507927585459,0.433492667532,0.4869,0.433464454889,0.518259472656,0.0564269405961
115,0.0172659634157,0.99044,0.0172405057098,0.59423921875,0.0509153970408,0.42700746212,0.4979,0.426979262686,0.527915722656,0.0563994219422
116,0.0168423494355,0.99092,0.0168169111836,0.593696464844,0.05087651317,0.429478855181,0.4944,0.429450683212,0.521316992188,0.0563432658911
117,0.0169571807899,0.99026,0.0169317519248,0.594261542969,0.0508576932704,0.423408688641,0.4983,0.423380146074,0.524225195313,0.0570843223691
